Token,NE?,NEtype,Governor,ListofDependants,SentimentValueofToken,SentimentValueofSentence
self,0,,made,[],0.0,1.0
made,0,,wealth,"['self', '-']",0.0,1.0
wealth,0,,of,['made'],3.0,1.0
by,0,,challenged,['documenting'],0.0,1.0
documenting,0,,by,['given'],0.0,1.0
how,0,,given,[],0.0,1.0
his,0,,father,[],0.0,1.0
father,0,,given,"['his', 'Fred']",0.0,1.0
Fred,1,PERSON,father,[],0.0,1.0
had,0,,given,[],0.0,1.0
given,0,,documenting,"['how', 'father', 'had', 'him', 'million', 'over']",0.0,1.0
him,0,,given,[],0.0,1.0
at,1,MONEY,least,[],0.0,1.0
least,1,MONEY,million,['at'],0.0,1.0
$,1,MONEY,million,[],0.0,1.0
413,1,MONEY,million,[],0.0,1.0
million,1,MONEY,given,"['least', '$', '413']",0.0,1.0
over,0,,given,['decades'],0.0,1.0
the,1,DATE,decades,[],0.0,1.0
decades,1,DATE,over,"['the', 'including']",0.0,1.0
including,0,,decades,['through'],0.0,1.0
through,0,,including,['schemes'],0.0,1.0
tax,0,,avoidance,[],0.0,1.0
avoidance,0,,schemes,['tax'],0.0,1.0
schemes,0,,through,['avoidance'],0.0,1.0
Trump,1,ORG,lawsuit,"[""'s""]",0.0,-4.0
's,0,,Trump,[],0.0,-4.0
lawsuit,0,,filed,['Trump'],-2.0,-4.0
filed,0,,filed,"['lawsuit', 'in', 'in', 'accused', '.']",0.0,-4.0
in,0,,filed,['court'],0.0,-4.0
state,0,,court,[],0.0,-4.0
court,0,,in,['state'],0.0,-4.0
in,0,,filed,['York'],0.0,-4.0
New,1,GPE,York,[],0.0,-4.0
York,1,GPE,in,['New'],0.0,-4.0
accused,0,,filed,"['Trump', 'of']",-2.0,-4.0
Mary,1,PERSON,Trump,[],0.0,-4.0
Trump,1,PERSON,accused,['Mary'],0.0,-4.0
of,0,,accused,['breaching'],0.0,-4.0
breaching,0,,of,"['agreement', 'by']",-2.0,-4.0
a,0,,agreement,[],0.0,-4.0
settlement,0,,agreement,[],1.0,-4.0
agreement,0,,breaching,"['a', 'settlement']",1.0,-4.0
by,0,,breaching,['disclosing'],0.0,-4.0
disclosing,0,,by,"['records', 'to']",0.0,-4.0
the,0,,records,[],0.0,-4.0
records,0,,disclosing,['the'],0.0,-4.0
to,0,,disclosing,['reporters'],0.0,-4.0
the,0,,newspaper,[],0.0,-4.0
newspaper,0,,reporters,"['the', ""'s""]",0.0,-4.0
's,0,,newspaper,[],0.0,-4.0
reporters,0,,to,['newspaper'],0.0,-4.0
Mary,1,PERSON,Trump,[],0.0,-3.0
Trump,1,PERSON,lawyer,"['Mary', ""'s""]",0.0,-3.0
's,1,PERSON,Trump,[],0.0,-3.0
lawyer,0,,wrote,"['Trump', 'Boutrous']",0.0,-3.0
Ted,1,PERSON,Boutrous,[],0.0,-3.0
Boutrous,1,PERSON,lawyer,['Ted'],0.0,-3.0
wrote,0,,wrote,"['lawyer', 'in', 'brought', '.']",0.0,-3.0
in,0,,wrote,['letter'],0.0,-3.0
a,0,,letter,[],0.0,-3.0
March,1,DATE,letter,['11'],0.0,-3.0
11,1,DATE,March,[],0.0,-3.0
letter,0,,in,"['a', 'March', 'to']",0.0,-3.0
to,0,,letter,['court'],0.0,-3.0
the,0,,court,[],0.0,-3.0
court,0,,to,['the'],0.0,-3.0
that,0,,brought,[],0.0,-3.0
Trump,1,ORG,lawsuit,"[""'s""]",0.0,-3.0
's,0,,Trump,[],0.0,-3.0
lawsuit,0,,brought,['Trump'],-2.0,-3.0
was,0,,brought,[],0.0,-3.0
brought,0,,wrote,"['that', 'lawsuit', 'was', 'punish']",0.0,-3.0
to,0,,punish,[],0.0,-3.0
punish,0,,brought,"['to', 'Trump', 'and', 'chill']",-2.0,-3.0
Mary,1,PERSON,Trump,[],0.0,-3.0
Trump,1,PERSON,punish,['Mary'],0.0,-3.0
and,0,,punish,[],0.0,-3.0
to,0,,chill,[],0.0,-3.0
chill,0,,punish,"['to', 'speech']",0.0,-3.0
speech,0,,chill,['in'],0.0,-3.0
in,0,,speech,['interest'],0.0,-3.0
the,0,,interest,[],0.0,-3.0
public,0,,interest,[],0.0,-3.0
interest,0,,in,"['the', 'public', 'about']",1.0,-3.0
about,0,,interest,['President'],0.0,-3.0
the,0,,President,[],0.0,-3.0
former,0,,President,[],0.0,-3.0
President,0,,about,"['the', 'former']",0.0,-3.0
